msgId,timestamp,error,modeCode,channel,connType,sa,ssa,da,dsa,wc,modeCodeVal,txRsp,txSts,rxRsp,rxSts,dw0,dw1,dw2,dw3,dw4,dw5,dw6,dw7,dw8,dw9,dw10,dw11,dw12,dw13,dw14,dw15,dw16,dw17,dw18,dw19,dw20,dw21,dw22,dw23,dw24,dw25,dw26,dw27,dw28,dw29,dw30,dw31,malicious,injected,gap,msgTime
70,1142.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
71,1143.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
72,1143.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
73,1143.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
74,1143.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
75,1144.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
76,1144.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
77,1144.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
78,1144.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
79,1145.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
80,1145.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
81,1145.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
82,1145.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
83,1146.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
84,1146.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
85,1146.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
86,1146.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
87,1147.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
88,1147.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
89,1147.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
90,1147.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
91,1148.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
92,1148.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
93,1148.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
94,1148.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
95,1149.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
96,1149.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
97,1149.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
98,1149.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
99,1150.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
100,1150.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
101,1150.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
102,1150.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
103,1151.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
104,1151.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
105,1151.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
106,1151.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
107,1152.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
108,1152.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
109,1152.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
110,1152.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
111,1153.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
112,1153.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
113,1153.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
114,1153.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
115,1154.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
116,1154.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
117,1154.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
118,1154.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
119,1155.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
120,1155.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
121,1155.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
122,1155.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
123,1156.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
124,1156.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
125,1156.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
126,1156.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
127,1157.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
128,1157.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
129,1157.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
130,1157.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
131,1158.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
132,1158.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
133,1158.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
134,1158.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
135,1159.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
136,1159.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
137,1159.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
138,1159.816477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
139,1160.066478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
140,1160.316477725,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249887,112
141,1160.566478225,false,false,A,RT->RT,00,20,03,20,01,N/A,8.5,0x1800,8.5,0x0000,0x3477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,false,249888,112
