AttackType,malicious,dw0,msgTime,rxSts,sa,gap,dsa,connType,ssa,txSts,da,wc,modeCode,modeCodeVal
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
Broadcast_DoS,TRUE,0x0000,85,NA,00,14,01,RT->RT,01,0x0000,31,01,FALSE,NA
Broadcast_DoS,TRUE,0x3477,112,0x0000,00,249789,20,RT->RT,20,0x1800,03,01,FALSE,NA
